"", "X"
"4000", "indiscretamente"
"4001", "indiscrição"
"4002", "indiscriminada"
"4003", "indiscriminating"
"4004", "indiscriminadamente"
"4005", "indispensável"
"4006", "indispensabilidade"
"4007", "indisposto"
"4008", "indiscutível"
"4009", "indistinto"
"4010", "indistintivo"
"4011", "individualidade"
"4012", "doutrinar"
"4013", "doutrinação"
"4014", "doutrinação"
"4015", "indolente"
"4016", "indomável"
"4017", "indomitavelmente"
"4018", "indubitável"
"4019", "indubitavelmente"
"4020", "indulge"
"4021", "indulgência"
"4022", "indulgente"
"4023", "trabalhador"
"4024", "ineficaz"
"4025", "ineficazmente"
"4026", "ineficácia"
"4027", "ineficaz"
"4028", "ineficazmente"
"4029", "ineficácia"
"4030", "ineficaz"
"4031", "ineficaz"
"4032", "ineficácia"
"4033", "ineficiência"
"4034", "ineficaz"
"4035", "ineficazmente"
"4036", "não elegíveis"
"4037", "inelegance"
"4038", "inelegante"
"4039", "ineloquente"
"4040", "ineloquentemente"
"4041", "inepto"
"4042", "ineptidão"
"4043", "ineptidão"
"4044", "inepta"
"4045", "desigualdades"
"4046", "desigualdades"
"4047", "desigualdade"
"4048", "desigualdade"
"4049", "desigualdade"
"4050", "inequitativamente"
"4051", "desigualdades"
"4052", "desigualdades"
"4053", "inércia"
"4054", "inércia"
"4055", "inescapável"
"4056", "inescapavelmente"
"4057", "inesquecível"
"4058", "inestimável"
"4059", "inestimável"
"4060", "inevitável"
"4061", "inevitável"
"4062", "inevitavelmente"
"4063", "inexato"
"4064", "inexcusável"
"4065", "inexoravelmente"
"4066", "inexorável"
"4067", "inexoravelmente"
"4068", "barato"
"4069", "inexperiência"
"4070", "inexperiente"
"4071", "inexperiente"
"4072", "inexperiente"
"4073", "inexpiable"
"4074", "inexplicável"
"4075", "inexplicável"
"4076", "inextricável"
"4077", "inexplicavelmente"
"4078", "infalível"
"4079", "infalivelmente"
"4080", "infalibilidade"
"4081", "infame"
"4082", "infamamente"
"4083", "infâmia"
"4084", "infatuated"
"4085", "infectado"
"4086", "infecciosas"
"4087", "inferir"
"4088", "inferência"
"4089", "inferência"
"4090", "inferior"
"4091", "inferioridade"
"4092", "infernal"
"4093", "infestar"
"4094", "infestado"
"4095", "infiel"
"4096", "infiel"
"4097", "infiltrado"
"4098", "infiltradores"
"4099", "infiltradores"
"4100", "enfermo"
"4101", "inflame"
"4102", "inflamatï¿½io"
"4103", "inflados"
"4104", "inflacionário"
"4105", "inflexível"
"4106", "infligir"
"4107", "influência"
"4108", "influência"
"4109", "influente"
"4110", "informação"
"4111", "informativo"
"4112", "infracção"
"4113", "infringir"
"4114", "violação"
"4115", "infracções"
"4116", "infracções"
"4117", "enfurecer"
"4118", "enfurecido"
"4119", "exasperante"
"4120", "irritante"
"4121", "engenhoso"
"4122", "engenhosamente"
"4123", "engenhosidade"
"4124", "engenhoso"
"4125", "ingenuamente"
"4126", "inglório"
"4127", "ingrato"
"4128", "ingratiate"
"4129", "gratificante"
"4130", "com gratidão"
"4131", "ingratidão"
"4132", "inerente"
"4133", "inerente"
"4134", "inibir"
"4135", "inibição"
"4136", "inóspito"
"4137", "inhospitalidade"
"4138", "inhumano"
"4139", "desumano"
"4140", "desumanidade"
"4141", "inimigo"
"4142", "inimigavelmente"
"4143", "iniquitous"
"4144", "iniqüidade"
"4145", "injudicious"
"4146", "ferir"
"4147", "prejudicial"
"4148", "lesão"
"4149", "injustiça"
"4150", "injustiça"
"4151", "injustiças"
"4152", "injustiças"
"4153", "indicação"
"4154", "inklings"
"4155", "inklings"
"4156", "inocência"
"4157", "inocência"
"4158", "inocente"
"4159", "inocentemente"
"4160", "inócuo"
"4161", "inócuo"
"4162", "inovação"
"4163", "inovação"
"4164", "inovador"
"4165", "innumerable"
"4166", "innumerably"
"4167", "innumerous"
"4168", "insinuação"
"4169", "insinuação"
"4170", "inofensivo"
"4171", "inoportuno"
"4172", "desordenado"
"4173", "desordenadamente"
"4174", "inquisitivo"
"4175", "insano"
"4176", "insanamente"
"4177", "insanidade"
"4178", "insaciável"
"4179", "inseguro"
"4180", "insegurança"
"4181", "insegurança"
"4182", "insensível"
"4183", "insensível"
"4184", "insensivelmente"
"4185", "insensibilidade"
"4186", "insensibilidade"
"4187", "insidioso"
"4188", "insidiosamente"
"4189", "insight"
"4190", "insight"
"4191", "perspicaz"
"4192", "perspicaz"
"4193", "insights"
"4194", "insignificância"
"4195", "insignificante"
"4196", "insignificante"
"4197", "insincero"
"4198", "insinceramente"
"4199", "insinceridade"
"4200", "insinuar"
"4201", "insinuando"
"4202", "insinuação"
"4203", "insinuação"
"4204", "insistir"
"4205", "insistência"
"4206", "insistência"
"4207", "insistente"
"4208", "com insistência"
"4209", "insociável"
"4210", "isolamento"
"4211", "insolência"
"4212", "insolência"
"4213", "insolente"
"4214", "insolente"
"4215", "insolvente"
"4216", "insouciance"
"4217", "inspiração"
"4218", "inspirational"
"4219", "inspirar"
"4220", "inspirador"
"4221", "inspirador"
"4222", "instabilidade"
"4223", "instável"
"4224", "instigar"
"4225", "instigador"
"4226", "instigadores"
"4227", "instrutivo"
"4228", "instrumental"
"4229", "insubordinado"
"4230", "insubstancial"
"4231", "insubstancial"
"4232", "insuportável"
"4233", "insuportável"
"4234", "insuficiência"
"4235", "insuficiente"
"4236", "insuficientemente"
"4237", "insular"
"4238", "insulto"
"4239", "insulto"
"4240", "insultado"
"4241", "insulto"
"4242", "insultando"
"4243", "insultante"
"4244", "insuportável"
"4245", "insupportably"
"4246", "insuperável"
"4247", "insuperável"
"4248", "insurreição"
"4249", "insurreição"
"4250", "intacto"
"4251", "integral"
"4252", "integridade"
"4253", "inteligente"
"4254", "inteligência"
"4255", "inteligível"
"4256", "pretender"
"4257", "intenso"
"4258", "intenso"
"4259", "intensivo"
"4260", "intensivamente"
"4261", "intenção"
"4262", "intenção"
"4263", "intenção"
"4264", "intenção"
"4265", "intenções"
"4266", "intenções"
"4267", "intenções"
"4268", "intenções"
"4269", "intercede"
"4270", "interesse"
"4271", "interesse"
"4272", "interesse"
"4273", "interessado"
"4274", "interessante"
"4275", "interesses"
"4276", "interesses"
"4277", "interferir"
"4278", "interferência"
"4279", "interferência"
"4280", "intermitente"
"4281", "interromper"
"4282", "interrupção"
"4283", "intimidade"
"4284", "intimidade"
"4285", "intimidade"
"4286", "íntimo"
"4287", "intimidar"
"4288", "intimidar"
"4289", "intimidando"
"4290", "intimidação"
"4291", "intimidação"
"4292", "intolerável"
"4293", "intolerável"
"4294", "intolerância"
"4295", "intolerância"
"4296", "intolerante"
"4297", "intoxicar"
"4298", "intratável"
"4299", "intransigência"
"4300", "intransigência"
"4301", "intransigente"
"4302", "intrincado"
"4303", "intriga"
"4304", "intriga"
"4305", "intrigue"
"4306", "intrigante"
"4307", "intrigante"
"4308", "intrigante"
"4309", "intrometer"
"4310", "intrusão"
"4311", "intrusivo"
"4312", "intuitivo"
"4313", "inundar"
"4314", "inundado"
"4315", "invasor"
"4316", "invasor"
"4317", "inválido"
"4318", "invalidar"
"4319", "invalidez"
"4320", "valioso"
"4321", "inestimável"
"4322", "invasivo"
"4323", "invectiva"
"4324", "inveigle"
"4325", "inventivo"
"4326", "idiota"
"4327", "invidiously"
"4328", "invidiousness"
"4329", "revigorar"
"4330", "revigorante"
"4331", "invencibilidade"
"4332", "invencível"
"4333", "inviolável"
"4334", "inviolado"
"4335", "invisível"
"4336", "invulnerável"
"4337", "involuntariamente"
"4338", "involuntária"
"4339", "irado"
"4340", "irado"
"4341", "ira"
"4342", "irk"
"4343", "irksome"
"4344", "irônico"
"4345", "ironias"
"4346", "ironias"
"4347", "ironia"
"4348", "irracional"
"4349", "irracionalidade"
"4350", "irracionalmente"
"4351", "irreconciliável"
"4352", "irreparável"
"4353", "irremediavelmente"
"4354", "irreformável"
"4355", "irrefutável"
"4356", "irrefutavelmente"
"4357", "indiferente"
"4358", "irregular"
"4359", "irregularidade"
"4360", "irrelevância"
"4361", "irrelevante"
"4362", "irreparável"
"4363", "irreconciliável"
"4364", "irreprimível"
"4365", "irrepreensível"
"4366", "irresistível"
"4367", "irresistivelmente"
"4368", "irresoluto"
"4369", "irresolúvel"
"4370", "irresponsável"
"4371", "irresponsavelmente"
"4372", "irrecuperável"
"4373", "irreverência"
"4374", "irreverente"
"4375", "irreverentemente"
"4376", "irreversível"
"4377", "irreversível"
"4378", "irritado"
"4379", "irritado"
"4380", "irritante"
"4381", "irritar"
"4382", "irritado"
"4383", "irritante"
"4384", "irritação"
"4385", "irritação"
"4386", "isolar"
"4387", "isolado"
"4388", "isolamento"
"4389", "coceira"
"4390", "jabber"
"4391", "cansado"
"4392", "jam"
"4393", "jar"
"4394", "icterícia"
"4395", "jaunttily"
"4396", "jaunty"
"4397", "ciumento"
"4398", "ciumento"
"4399", "ciúme"
"4400", "ciúmes"
"4401", "zombaria"
"4402", "zombaria"
"4403", "zombaria"
"4404", "jeeringly"
"4405", "zombaria"
"4406", "pôr em risco"
"4407", "perigo"
"4408", "empurrão"
"4409", "jest"
"4410", "nervoso"
"4411", "desempregado"
"4412", "piada"
"4413", "piada"
"4414", "joker"
"4415", "jollify"
"4416", "alegre"
"4417", "sacudida"
"4418", "jovial"
"4419", "alegria"
"4420", "alegre"
"4421", "alegremente"
"4422", "sem alegria"
"4423", "alegre"
"4424", "alegremente"
"4425", "jubiloso"
"4426", "jubilante"
"4427", "jubilate"
"4428", "jubilação"
"4429", "jubilação"
"4430", "julgamento"
"4431", "julgamento"
"4432", "julgamentos"
"4433", "julgamentos"
"4434", "judicioso"
"4435", "julgamento"
"4436", "julgamento"
"4437", "julgamentos"
"4438", "julgamentos"
"4439", "nervoso"
"4440", "lixo"
"4441", "junky"
"4442", "apenas"
"4443", "apenas"
"4444", "apenas"
"4445", "justiça"
"4446", "justiça"
"4447", "justificável"
"4448", "justificadamente"
"4449", "justificação"
"4450", "justificar"
"4451", "justamente"
"4452", "juvenil"
"4453", "kaput"
"4454", "afiado"
"4455", "afiado"
"4456", "afiado"
"4457", "afiado"
"4458", "agudeza"
"4459", "agudeza"
"4460", "kemp"
"4461", "chave"
"4462", "pontapé"
"4463", "pontapé"
"4464", "criança"
"4465", "matar"
"4466", "assassino"
"4467", "assassino"
"4468", "killjoy"
"4469", "tipo"
"4470", "gentilmente"
"4471", "bondade"
"4472", "bondade"
"4473", "rei"
"4474", "beijo"
"4475", "beijo"
"4476", "velhaco"
"4477", "faca"
"4478", "bater"
"4479", "batida"
"4480", "conhecia"
"4481", "conhecer"
"4482", "conhecendo"
"4483", "conscientemente"
"4484", "conhecimento"
"4485", "conhecedor"
"4486", "kook"
"4487", "louco"
"4488", "falta"
"4489", "falta"
"4490", "despreocupado"
"4491", "lacaio"
"4492", "lacaios"
"4493", "lacaios"
"4494", "ausente"
"4495", "sem graça"
"4496", "lacónico"
"4497", "atraso"
"4498", "lambast"
"4499", "lambaste"
"4500", "coxo"
"4501", "pato lame"
"4502", "lamento"
"4503", "lamentável"
"4504", "lamentavelmente"
"4505", "lânguido"
"4506", "languidez"
"4507", "esguio"
"4508", "languidez"
"4509", "lânguido"
"4510", "languorously"
"4511", "grande"
"4512", "grande escala"
"4513", "lapso"
"4514", "grande"
"4515", "grande"
"4516", "em grande parte"
"4517", "cotovia"
"4518", "lascivo"
"4519", "last-ditch"
"4520", "last-ditch"
"4521", "finalmente"
"4522", "laud"
"4523", "louvável"
"4524", "laudably"
"4525", "riso"
"4526", "riso"
"4527", "risível"
"4528", "risos"
"4529", "riso"
"4530", "riso"
"4531", "luxuoso"
"4532", "luxuoso"
"4533", "generosamente"
"4534", "cumpridores da lei"
"4535", "transgressor da lei"
"4536", "quebrando a lei"
"4537", "lei"
"4538", "legalmente"
"4539", "sem lei"
"4540", "ilegalidade"
"4541", "ilegalidade"
"4542", "lax"
"4543", "lax"
"4544", "preguiçoso"
"4545", "levando"
"4546", "vazamento"
"4547", "vazamento"
"4548", "vazamento"
"4549", "magro"
"4550", "magro"
"4551", "aprender"
"4552", "aprendizagem"
"4553", "aprendeu"
"4554", "menos"
"4555", "lech"
"4556", "lecher"
"4557", "lecher"
"4558", "lascivo"
"4559", "luxúria"
"4560", "conferência"
"4561", "palestra"
"4562", "leech"
"4563", "leech"
"4564", "leech"
"4565", "leer"
"4566", "leer"
"4567", "leery"
"4568", "esquerda-inclinando-se"
"4569", "legado"
"4570", "legados"
"4571", "legados"
"4572", "legalista"
"4573", "legalista"
"4574", "lendário"
"4575", "legitimidade"
"4576", "legitima"
"4577", "legitimamente"
"4578", "indulgente"
"4579", "indulgentemente"
"4580", "menos"
"4581", "menos desenvolvido"
"4582", "menos caro"
"4583", "diminuir"
"4584", "menor"
"4585", "menos conhecido"
"4586", "letch"
"4587", "letal"
"4588", "letárgico"
"4589", "letargia"
"4590", "alavancagem"
"4591", "alavancagem"
"4592", "levidade"
"4593", "lascivo"
"4594", "lascivo"
"4595", "lewdness"
"4596", "responsável"
"4597", "responsabilidade"
"4598", "responsabilidade"
"4599", "mentiroso"
"4600", "mentiroso"
"4601", "mentirosos"
"4602", "mentirosos"
"4603", "liberal"
"4604", "libertação"
"4605", "libertação"
"4606", "liberalismo"
"4607", "liberalmente"
"4608", "liberar"
"4609", "liberdade"
"4610", "licenciado"
"4611", "licenciosamente"
"4612", "licenciosidade"
"4613", "mentira"
"4614", "mentira"
"4615", "mentira"
"4616", "lier"
"4617", "mentiras"
"4618", "mentiras"
"4619", "com risco de vida"
"4620", "vida"
"4621", "vida"
"4622", "ao longo da vida"
"4623", "luz"
"4624", "luz"
"4625", "alegre"
"4626", "clarear"
"4627", "agradável"
"4628", "como"
"4629", "probabilidade"
"4630", "probabilidade"
"4631", "provavelmente"
"4632", "gostar"
"4633", "igualmente"
"4634", "limite"
"4635", "limite"
"4636", "limitação"
"4637", "limitado"
"4638", "ilimitado"
"4639", "ilimitado"
"4640", "limp"
"4641", "coração de leão"
"4642", "indiferente"
"4643", "alfabetizado"
"4644", "litigioso"
"4645", "pequeno"
"4646", "pouco conhecido"
"4647", "vivo"
"4648", "viva"
"4649", "lívido"
"4650", "lividly"
"4651", "repugnância"
"4652", "detestável"
"4653", "odiar"
"4654", "repugnância"
"4655", "repugnância"
"4656", "repugnante"
"4657", "repugnante"
"4658", "elevado"
"4659", "lógico"
"4660", "solitário"
"4661", "solitário"
"4662", "solidão"
"4663", "solitário"
"4664", "solitário"
"4665", "longo"
"4666", "saudade"
"4667", "saudade"
"4668", "olhar"
"4669", "olhando"
"4670", "lacuna"
"4671", "lacunas"
"4672", "lacunas"
"4673", "loot"
"4674", "lorn"
"4675", "perdendo"
"4676", "perdendo"
"4677", "perder"
"4678", "perdedor"
"4679", "perda"
"4680", "perdido"
"4681", "ruim"
"4682", "lovable"
"4683", "lovably"
"4684", "amor"
"4685", "amor"
"4686", "loveless"
"4687", "loveliness"
"4688", "lovelorn"
"4689", "amante"
"4690", "linda"
"4691", "linda"
"4692", "baixo"
"4693", "baixo custo"
"4694", "baixa"
"4695", "baixo risco"
"4696", "preço mais baixo"
"4697", "baixo"
"4698", "leal"
"4699", "lealdade"
"4700", "lealdade"
"4701", "lúcido"
"4702", "lucidamente"
"4703", "sorte"
"4704", "mais afortunado"
"4705", "mais afortunado"
"4706", "mais sortudo"
"4707", "felizmente"
"4708", "sortudo"
"4709", "sortudo"
"4710", "sortudo"
"4711", "lucrativo"
"4712", "lucrativo"
"4713", "ridículo"
"4714", "ridiculamente"
"4715", "lúgubre"
"4716", "morno"
"4717", "calma"
"4718", "luminoso"
"4719", "lunático"
"4720", "louco"
"4721", "lunaticism"
"4722", "guincho"
"4723", "atração"
"4724", "lurid"
"4725", "espreitar"
"4726", "espreitando"
"4727", "exuberante"
"4728", "luxúria"
"4729", "atração"
"4730", "brilho"
"4731", "lustroso"
"4732", "luxuriante"
"4733", "luxuriate"
"4734", "luxuoso"
"4735", "luxuosamente"
"4736", "luxo"
"4737", "luxo"
"4738", "mentir"
"4739", "lírico"
"4740", "macabra"
"4741", "louco"
"4742", "madden"
"4743", "enlouquecendo"
"4744", "loucamente"
"4745", "madder"
"4746", "madder"
"4747", "loucamente"
"4748", "louco"
"4749", "loucura"
"4750", "magia"
"4751", "mágico"
"4752", "magnânimo"
"4753", "magnanimamente"
"4754", "magnético"
"4755", "magnificência"
"4756", "magnífico"
"4757", "magnífico"
"4758", "magnificamente"
"4759", "magnificar"
"4760", "majestoso"
"4761", "majestade"
"4762", "grande"
"4763", "desajustado"
"4764", "desajustamento"
"4765", "doença"
"4766", "mal-estar"
"4767", "descontente"
"4768", "descontente"
"4769", "descontente"
"4770", "maldição"
"4771", "maldição"
"4772", "malevolência"
"4773", "malevolente"
"4774", "malevolente"
"4775", "malícia"
"4776", "malicioso"
"4777", "maliciosamente"
"4778", "malicioso"
"4779", "maligno"
"4780", "maligno"
"4781", "maligno"
"4782", "mal-humorado"
"4783", "maltrato"
"4784", "maltrato"
"4785", "gerenciável"
"4786", "manobra"
"4787", "manobra"
"4788", "mangle"
"4789", "mania"
"4790", "louco"
"4791", "maníaco"
"4792", "manic"
"4793", "manifesto"
"4794", "manipular"
"4795", "manipulação"
"4796", "manipulação"
"4797", "manipulador"
"4798", "manipuladores"
"4799", "manipuladores"
"4800", "viril"
"4801", "forma"
"4802", "mantra"
"4803", "mantra"
"4804", "mar"
"4805", "mar"
"4806", "marginal"
"4807", "marginalmente"
"4808", "martírio"
"4809", "procura de martírio"
"4810", "maravilha"
"4811", "maravilha"
"4812", "maravilhoso"
"4813", "maravilhoso"
"4814", "maravilhoso"
"4815", "maravilhosamente"
"4816", "maravilha"
"4817", "maravilhas"
"4818", "massacre"
"4819", "massacre"
"4820", "massacres"
"4821", "maciça"
"4822", "mestre"
"4823", "mestre"
"4824", "magistral"
"4825", "magistralmente"
"4826", "obra-prima"
"4827", "obras-primas"
"4828", "mestres"
"4829", "mastros"
"4830", "maestria"
"4831", "incomparável"
"4832", "assunto"
"4833", "maduro"
"4834", "maduramente"
"4835", "maturidade"
"4836", "maverick"
"4837", "mawkish"
"4838", "mawkishly"
"4839", "mawkishness"
"4840", "maxi-desvalorização"
"4841", "maxi-desvalorização"
"4842", "maximizar"
"4843", "talvez"
"4844", "magro"
"4845", "significa"
"4846", "significa"
"4847", "significativo"
"4848", "sem significado"
"4849", "mesquinhez"
"4850", "intrometer"
"4851", "meddlesome"
"4852", "medíocre"
"4853", "mediocridade"
"4854", "manso"
"4855", "melancolia"
"4856", "maduro"
"4857", "melodramático"
"4858", "melodramaticamente"
"4859", "memorável"
"4860", "memorialize"
"4861", "memórias"
"4862", "memórias"
"4863", "ameaça"
"4864", "ameaça"
"4865", "ameaçador"
"4866", "ameaçadoramente"
"4867", "consertar"
"4868", "mendaz"
"4869", "mendacidade"
"4870", "servil"
"4871", "mentalidade"
"4872", "mentor"
"4873", "misericordioso"
"4874", "misericordiosamente"
"4875", "impiedoso"
"4876", "impiedosamente"
"4877", "misericórdia"
"4878", "misericórdia"
"4879", "mero"
"4880", "mero"
"4881", "meramente"
"4882", "mérito"
"4883", "mérito"
"4884", "meritória"
"4885", "alegremente"
"4886", "merriment"
"4887", "alegre"
"4888", "alegre"
"4889", "mesmerize"
"4890", "hipnotizante"
"4891", "hipnotizante"
"4892", "mesmerizingly"
"4893", "confusão"
"4894", "confusão"
"4895", "bagunçado"
"4896", "metaphorize"
"4897", "meticuloso"
"4898", "meticulosamente"
"4899", "anão"
"4900", "anão"
"4901", "miff"
"4902", "pode"
"4903", "pode"
"4904", "poderosamente"
"4905", "poderoso"
"4906", "suave"
"4907", "militância"
"4908", "militância"
"4909", "mente"
"4910", "atento"
"4911", "estúpido"
"4912", "mente"
"4913", "ministro"
"4914", "menor"
"4915", "milagre"
"4916", "milagre"
"4917", "milagroso"
"4918", "milagrosamente"
"4919", "miraculousness"
"4920", "mirage"
"4921", "miragem"
"4922", "mire"
"4923", "mire"
"4924", "alegria"
"4925", "misapprehend"
"4926", "misbecoming"
"4927", "misbecome"
"4928", "misbegotten"
"4929", "misbehave"
"4930", "mau comportamento"
"4931", "miscalculate"
"4932", "erro de cálculo"
"4933", "erro de cálculo"
"4934", "mischief"
"4935", "mischief"
"4936", "pernicioso"
"4937", "maliciosamente"
"4938", "concepção errada"
"4939", "equívocos"
"4940", "conceitos errôneos"
"4941", "miscreant"
"4942", "mendigos"
"4943", "misdirection"
"4944", "avarento"
"4945", "miserável"
"4946", "miserável"
"4947", "miséria"
"4948", "miseravelmente"
"4949", "misérias"
"4950", "miséria"
"4951", "miséria"
"4952", "desajuste"
"4953", "desgraça"
"4954", "misericordioso"
"4955", "apreensões"
"4956", "misguidance"
"4957", "misguide"
"4958", "misguided"
"4959", "mishandle"
"4960", "acidente"
"4961", "desinformar"
"4962", "desinformado"
"4963", "misinterpret"
"4964", "misjudge"
"4965", "misjudgment"
"4966", "enganar"
"4967", "enganar"
"4968", "enganosa"
"4969", "enganosa"
"4970", "mislike"
"4971", "mismanage"
"4972", "misread"
"4973", "misreading"
"4974", "misreading"
"4975", "deturpar"
"4976", "deturpação"
"4977", "miss"
"4978", "declaração equivocada"
"4979", "erro"
"4980", "erro"
"4981", "confundido"
"4982", "equivocadamente"
"4983", "erros"
"4984", "erros"
"4985", "desconfiança"
"4986", "desconfiança"
"4987", "desconfiança"
"4988", "desconfiança"
"4989", "mal-entendido"
"4990", "incompreendido"
"4991", "mal entendido"
"4992", "mal-entendido"
"4993", "mal-entendido"
"4994", "mal-entendidos"
"4995", "mal entendidos"
"4996", "uso indevido"
"4997", "mm"
"4998", "gemido"
"4999", "mock"
"5000", "mock"
"5001", "zombaria"
"5002", "zombaria"
"5003", "zombando"
"5004", "zombador"
"5005", "moderado"
"5006", "moderação"
"5007", "moderação"
"5008", "moderno"
"5009", "modesto"
"5010", "modéstia"
"5011", "moléstia"
"5012", "molestação"
"5013", "acalmar"
"5014", "importante"
"5015", "monotonia"
"5016", "monotonia"
"5017", "monstro"
"5018", "monstruosidades"
"5019", "monstruosidade"
"5020", "monstruoso"
"5021", "monstruosamente"
"5022", "monumental"
"5023", "monumentalmente"
"5024", "moody"
"5025", "lua"
"5026", "moot"
"5027", "mope"
"5028", "moral"
"5029", "moral"
"5030", "moralidade"
"5031", "moralizar"
"5032", "mórbido"
"5033", "morbidamente"
"5034", "mordente"
"5035", "mordente"
"5036", "além disso"
"5037", "moribundo"
"5038", "mortificação"
"5039", "mortificado"
"5040", "mortificar"
"5041", "mortificante"
"5042", "mortificante"
"5043", "mais"
"5044", "principalmente"
"5045", "imóvel"
"5046", "motivar"
"5047", "motivado"
"5048", "motivação"
"5049", "motivação"
"5050", "motivo"
"5051", "motivo"
"5052", "motley"
"5053", "chorar"
"5054", "chorando"
"5055", "triste"
"5056", "tristemente"
"5057", "movimento"
"5058", "movendo-se"
"5059", "muito"
"5060", "confusão"
"5061", "enlameado"
"5062", "mudslinger"
"5063", "mudslinging"
"5064", "mulish"
"5065", "multi-polarização"
"5066", "multi-polarização"
"5067", "mamã"
"5068", "mundano"
"5069", "assassinato"
"5070", "assassinato"
"5071", "assassino"
"5072", "assassino"
"5073", "obscuro"
"5074", "flexão de músculo"
"5075", "deve"
"5076", "miríade"
"5077", "misterioso"
"5078", "misteriosamente"
"5079", "mistério"
"5080", "mistificar"
"5081", "mistificado"
"5082", "mito"
"5083", "mito"
"5084", "nag"
"5085", "irritante"
"5086", "ingênuo"
"5087", "ingenuamente"
"5088", "nap"
"5089", "nap"
"5090", "estreito"
"5091", "mais estreito"
"5092", "mais estreito"
"5093", "nascente"
"5094", "nastily"
"5095", "nastiness"
"5096", "desagradável"
"5097", "nacionalismo"
"5098", "nacionalismo"
"5099", "natural"
"5100", "naturalmente"
"5101", "natureza"
"5102", "natureza"
"5103", "impertinente"
"5104", "náusea"
"5105", "nauseante"
"5106", "nauseabundo"
"5107", "navegável"
"5108", "limpo"
"5109", "perfeitamente"
"5110", "nebuloso"
"5111", "nebuloso"
"5112", "nebulously"
"5113", "necessariamente"
"5114", "necessário"
"5115", "necessidade"
"5116", "necessidade"
"5117", "necessidade"
"5118", "necessário"
"5119", "necessário"
"5120", "necessariamente"
"5121", "desnecessário"
"5122", "desnecessariamente"
"5123", "necessidades"
"5124", "necessidades"
"5125", "necessitado"
"5126", "nefasto"
"5127", "nefasta"
"5128", "negar"
"5129", "negação"
"5130", "negativo"
"5131", "negligência"
"5132", "negligência"
"5133", "negligenciado"
"5134", "negligente"
"5135", "negligência"
"5136", "insignificante"
"5137", "nemesis"
"5138", "urtiga"
"5139", "nettlesome"
"5140", "ainda assim"
"5141", "nervoso"
"5142", "nervosamente"
"5143", "nervosismo"
"5144", "neurótico"
"5145", "neuroticamente"
"5146", "neutralizar"
"5147", "agradável"
"5148", "bem"
"5149", "esperto"
"5150", "niggle"
"5151", "pesadelo"
"5152", "pesadelo"
"5153", "pesadelo"
"5154", "ágil"
"5155", "nix"
"5156", "nobre"
"5157", "nobre"
"5158", "ruidoso"
"5159", "não confiança"
"5160", "não confiança"
"5161", "não-violência"
"5162", "não violento"
"5163", "inexistente"
"5164", "absurdo"
"5165", "não violento"
"5166", "normal"
"5167", "nosy"
"5168", "notável"
"5169", "notável"
"5170", "nomeadamente"
"5171", "notável"
"5172", "notável"
"5173", "visível"
"5174", "conceito"
"5175", "conceito"
"5176", "notório"
"5177", "notoriamente"
"5178", "novela"
"5179", "nutrir"
"5180", "nutritivo"
"5181", "alimento"
"5182", "nuance"
"5183", "nuance"
"5184", "nuances"
"5185", "nuances"
"5186", "incômodo"
"5187", "incômodo"
"5188", "numb"
"5189", "nurture"
"5190", "nutrir"
"5191", "nutrir"
"5192", "oásis"
"5193", "obediência"
"5194", "obediente"
"5195", "obedientemente"
"5196", "obedecer"
"5197", "obeso"
"5198", "obeso"
"5199", "objeto"
"5200", "objeção"
"5201", "objeção"
"5202", "censurável"
"5203", "objeções"
"5204", "objeções"
"5205", "objetivo"
"5206", "objetivamente"
"5207", "obrigação"
"5208", "obrigação"
"5209", "obrigado"
"5210", "oblíquo"
"5211", "obliterar"
"5212", "obliterado"
"5213", "esquecido"
"5214", "esquecido"
"5215", "desagradável"
"5216", "desagradável"
"5217", "obsceno"
"5218", "obscenamente"
"5219", "obscenidade"
"5220", "obscuro"
"5221", "obscuro"
"5222", "obscuridade"
"5223", "obsessão"
"5224", "obsessão"
"5225", "obsessões"
"5226", "obsessivo"
"5227", "obsessivamente"
"5228", "obsessividade"
"5229", "obsoleto"
"5230", "obstáculo"
"5231", "obstáculo"
"5232", "obstinado"
"5233", "obstinadamente"
"5234", "obstruir"
"5235", "obstrução"
"5236", "intrusivo"
"5237", "obtuso"
"5238", "obviar"
"5239", "óbvio"
"5240", "óbvio"
"5241", "óbvio"
"5242", "obviamente"
"5243", "estranho"
"5244", "estranho"
"5245", "mais estranho"
"5246", "mais estranho"
"5247", "esquisitices"
"5248", "esquisitices"
"5249", "esquisito"
"5250", "estranhamente"
"5251", "pouco frequente"
"5252", "crime"
"5253", "crime"
"5254", "ofender"
"5255", "ofender"
"5256", "ofensivo"
"5257", "ofensas"
"5258", "infracções"
"5259", "ofensivo"
"5260", "ofensivo"
"5261", "ofensivo"
"5262", "ofensivamente"
"5263", "ofensiva"
"5264", "oficioso"
"5265", "offset"
"5266", "oh"
"5267", "ok"
"5268", "tudo bem"
"5269", "olímpico"
"5270", "sinistro"
"5271", "sinistro"
"5272", "omissão"
"5273", "omitir"
"5274", "um lado"
"5275", "unilateral"
"5276", "oneroso"
"5277", "onerosamente"
"5278", "assalto"
"5279", "ataque"
"5280", "em diante"
"5281", "em diante"
"5282", "aberto"
"5283", "abertamente"
"5284", "aberto"
"5285", "abertura"
"5286", "abertura"
"5287", "conceito"
"5288", "conceito"
"5289", "opinativo"
